cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,cell_line_name_og,depmap_id,stripped_cell_line_name
RPMI7951,RPMI7951_SKIN,,910903,Female,ATCC,2,-6.13559635,Adherent,RPMI + 10% FBS,81.2,CVCL_1666,1909,lymph_node,Metastasis,Skin Cancer,Melanoma,18,SIDM01087,,skin,melanoma,,,RPMI-7951,ACH-000348,RPMI7951
RPMI8226,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905964,Male,ATCC,2,-2.796640149,Suspension,RPMI + 10% FBS,60.7,CVCL_0014,705,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",61,SIDM00087,,plasma_cell,multiple_myeloma,plasmacytoma,,RPMI 8226,ACH-000817,RPMI8226
RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909702,Female,DSMZ,0,-0.061713982,Suspension,RPMI + 10% FBS,90.6,CVCL_1667,288,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",16,SIDM00403,,blood,ALL,t_cell,,RPMI-8402,ACH-000636,RPMI8402
RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909703,Female,ATCC,,,,,,CVCL_0093,862,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",32,SIDM01086,,blood,ALL,b_cell,,RS4;11,ACH-000874,RS411
RT112,RT112_URINARY_TRACT,,909704,Female,DSMZ,2,-3.025176341,Adherent,RPMI + 10% FBS,67.8,CVCL_1670,25,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00402,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,RT-112,ACH-000473,RT112
RT4,RT4_URINARY_TRACT,,687455,Male,ATCC,0,-1.31894874,Adherent,McCoy's 5A + 10% FBS,41.9,CVCL_0036,1309,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,63,SIDM01085,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,RT4,ACH-000242,RT4
RVH421,RVH421_SKIN,,909706,Male,DSMZ,2,-3.149393402,Adherent,RPMI + 10% FBS,51.8,CVCL_1672,1274,central_nervous_system,Metastasis,Skin Cancer,Melanoma,28,SIDM00401,,skin,melanoma,,,RVH-421,ACH-000614,RVH421
SAOS2,SAOS2_BONE,,909707,Female,ATCC,2,-5.258975001,Adherent,McCoy's 5A + 15% FBS,60,CVCL_0548,399,bone,Primary,Bone Cancer,Osteosarcoma,11,SIDM01084,,bone,osteosarcoma,,,SAOS-2,ACH-000410,SAOS2
SBC5,SBC5_LUNG,,713880,Male,HSRRB,,,,,,CVCL_1679,999,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00368,,lung,SCLC,,,SBC-5,ACH-000670,SBC5
SCABER,SCABER_URINARY_TRACT,,,Male,ATCC,2,-3.243999581,Adherent,EMEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA,54,CVCL_3599,,urinary_tract,Primary,Bladder Cancer,Squamous Cell Carcinoma,58,SIDM00032,,urinary_tract,bladder_carcinoma,bladder_squamous,,SCABER,ACH-000839,SCABER
SCC25,SCC25_UPPER_AERODIGESTIVE_TRACT,,910701,Male,ATCC,2,-3.551652156,Adherent,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,90.7,CVCL_1682,1419,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,70,SIDM01082,,upper_aerodigestive,upper_aerodigestive_squamous,,,SCC-25,ACH-000188,SCC25
SCC4,SCC4_UPPER_AERODIGESTIVE_TRACT,,910904,Male,ATCC,2,-4.346434944,Adherent,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,81.6,CVCL_1684,1476,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",55,SIDM01081,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,SCC-4,ACH-000238,SCC4
SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,,909709,Male,ATCC,,,,,,CVCL_1685,2054,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,25,SIDM01080,,upper_aerodigestive,upper_aerodigestive_squamous,,,SCC-9,ACH-000181,SCC9
SCLC21H,SCLC21H_LUNG,,,Male,DSMZ,,,,,,CVCL_0024,,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),46,SIDM00029,,lung,SCLC,,,SCLC-21H,ACH-000659,SCLC21H
SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2,-2.654542062,Suspension,IMDM + 10% FBS,74.6,CVCL_0095,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",5,,,blood,ALL,b_cell,,SEM,ACH-000782,SEM
SET2,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2,-2.526644874,Suspension,RPMI + 20% FBS,44,CVCL_2187,,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),71,SIDM00397,,blood,AML,,,SET-2,ACH-000195,SET2
SF126,SF126_CENTRAL_NERVOUS_SYSTEM,,909712,Female,HSRRB,0,-2.688215571,,EMEM + 10% FBS,43.7,CVCL_1688,1677,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00382,,central_nervous_system,glioma,astrocytoma,,SF126,ACH-000609,SF126
SF268,SF268_CENTRAL_NERVOUS_SYSTEM,,905986,Female,Academic lab,2,-4.30813499,Mixed adherent and suspension,RPMI + 5% FBS,52.6,CVCL_1689,1490,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00085,,central_nervous_system,glioma,,,SF268,ACH-000655,SF268
SF295,SF295_CENTRAL_NERVOUS_SYSTEM,,905985,Female,NCI/DCTD,2,-5.90409283,Adherent,RPMI + 10% FBS,79.1,CVCL_1690,1164,central_nervous_system,Primary,Brain Cancer,Glioblastoma,67,SIDM00084,,central_nervous_system,glioma,glioblastoma,,SF-295,ACH-000376,SF295
SF539,SF539_CENTRAL_NERVOUS_SYSTEM,,905984,Female,Academic lab,2,-4.737097602,Mixed adherent and suspension,RPMI + 5% FBS,83.1,CVCL_1691,1781,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00083,,central_nervous_system,glioma,,,SF539,ACH-000273,SF539
SH10TC,SH10TC_STOMACH,,,Unknown,RIKEN,2,-2.830755611,Adherent,RPMI + 10% FBS,70.9,CVCL_5167,,stomach,Primary,Gastric Cancer,"Adenocarcinoma, mucinous",,,,gastric,gastric_adenocarcinoma,mucinous,,SH-10-TC,ACH-000764,SH10TC
SH4,SH4_SKIN,,909713,Female,ATCC,2,-4.099159657,Mixed adherent and suspension,DMEM + 10% FBS,47.4,CVCL_1692,1179,pleural_effusion,Metastasis,Skin Cancer,Melanoma,60,SIDM01079,,skin,melanoma,,,SH-4,ACH-000441,SH4
SHP77,SHP77_LUNG,,724872,Male,ATCC,2,-3.470274279,Mixed adherent and suspension,RPMI + 10% FBS,89.4,CVCL_1693,1479,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM01078,,lung,SCLC,,,SHP-77,ACH-000790,SHP77
SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909715,Male,DSMZ,0,-0.717793426,,IMDM + 10% FBS,31.3,CVCL_1694,656,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",63,SIDM00396,,blood,AML,M5,,SIG-M5,ACH-000112,SIGM5
SIMA,SIMA_AUTONOMIC_GANGLIA,,753620,Male,DSMZ,3,-3.243213121,,RPMI + 10% FBS,59,CVCL_1695,2076,autonomic_ganglia,,Neuroblastoma,,1.67,SIDM00395,,peripheral_nervous_system,neuroblastoma,,,SIMA,ACH-000099,SIMA
SJSA1,SJSA1_BONE,,909717,Male,ATCC,1,-4.502295034,Adherent,RPMI + 10% FBS,55.3,CVCL_1697,1180,bone,Primary,Bone Cancer,Osteosarcoma,19,SIDM01112,,bone,osteosarcoma,,,SJSA-1,ACH-000748,SJSA1
SKBR3,SKBR3_BREAST,,,Female,ATCC,2,-2.932250062,Adherent,McCoy's 5A + 10% FBS,72.9,CVCL_0033,,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43,SIDM00897,,breast,breast_carcinoma,ERneg_HER2pos,HER2_amp,SK-BR-3,ACH-000017,SKBR3
SKCO1,SKCO1_LARGE_INTESTINE,,909718,Male,ATCC,,,,,,CVCL_0626,40,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,65,SIDM01096,,colorectal,colorectal_adenocarcinoma,,,SK-CO-1,ACH-000400,SKCO1
SKES1,SKES1_BONE,,684072,Male,ATCC,2,-3.08213226,,McCoy's 5A + 15% FBS,58,CVCL_0627,41,bone,Primary,Bone Cancer,Ewings Sarcoma,18,SIDM01111,,bone,Ewing_sarcoma,,EWS_FLI,SK-ES-1,ACH-000087,SKES1
SKHEP1,SKHEP1_LIVER,,909719,Male,ATCC,2,-2.526605462,Adherent,EMEM + 10% FBS,80.9,CVCL_0525,874,ascites,Metastasis,Liver Cancer,Hepatocellular Carcinoma,52,SIDM01110,,liver,hepatocellular_carcinoma,,,SK-HEP-1,ACH-000361,SKHEP1
SKLMS1,SKLMS1_SOFT_TISSUE,,909720,Female,ATCC,,,,,,CVCL_0628,1641,soft_tissue,Primary,Sarcoma,Leiomyosarcoma,43,SIDM01109,,soft_tissue,leiomyosarcoma,,,SK-LMS-1,ACH-000145,SKLMS1
SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909722,Male,HSRRB,0,-0.337419848,Suspension,RPMI + 20% FBS,,CVCL_0098,304,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),76,SIDM00380,,blood,AML,,,SKM-1,ACH-000373,SKM1
SKMEL1,SKMEL1_SKIN,,909723,Male,ATCC,,,,,,CVCL_0068,42,haematopoietic_and_lymphoid_tissue,Metastasis,Skin Cancer,Melanoma,29,SIDM01107,,skin,melanoma,,,SK-MEL-1,ACH-000465,SKMEL1
SKMEL2,SKMEL2_SKIN,,905955,Male,ATCC,2,-3.787826775,Adherent,EMEM + 10% FBS,73.9,CVCL_0069,1191,skin,Metastasis,Skin Cancer,Melanoma,60,SIDM00082,,skin,melanoma,,,SK-MEL-2,ACH-001190,SKMEL2
SKMEL24,SKMEL24_SKIN,,909725,Male,ATCC,2,-5.213011145,Adherent,EMEM + 10% FBS,79.1,CVCL_0599,945,lymph_node,Metastasis,Skin Cancer,Melanoma,67,SIDM01106,,skin,melanoma,,,SK-MEL-24,ACH-000822,SKMEL24
SKMEL28,SKMEL28_SKIN,,905954,Male,ATCC,,,,,,CVCL_0526,1499,skin,,Skin Cancer,Melanoma,51,SIDM00081,,skin,melanoma,,,SK-MEL-28,ACH-000615,SKMEL28
SKMEL3,SKMEL3_SKIN,,909724,Female,ATCC,,,,,,CVCL_0550,1572,lymph_node,Metastasis,Skin Cancer,Melanoma,42,SIDM01105,,skin,melanoma,,,SK-MEL-3,ACH-000423,SKMEL3
SKMEL30,SKMEL30_SKIN,,909726,Male,DSMZ,1,-2.650973211,Adherent,RPMI + 10% FBS,69.7,CVCL_0039,1789,skin,Metastasis,Skin Cancer,Melanoma,67,SIDM00392,,skin,melanoma,,,SK-MEL-30,ACH-000810,SKMEL30
SKMEL31,SKMEL31_SKIN,,909727,Female,ATCC,,,,,,CVCL_0600,153,skin,Primary,Skin Cancer,Melanoma,,SIDM01104,,skin,melanoma,,,SK-MEL-31,ACH-000640,SKMEL31
SKMEL5,SKMEL5_SKIN,,905956,Female,ATCC,0,-0.665329406,Adherent,EMEM + 10% FBS,64.7,CVCL_0527,1491,lymph_node,Metastasis,Skin Cancer,Melanoma,24,SIDM00080,,skin,melanoma,,,SK-MEL-5,ACH-000730,SKMEL5
SKMES1,SKMES1_LUNG,,909728,Male,ATCC,2,-4.890546861,Adherent,DMEM + 10% FBS,88.7,CVCL_0630,1628,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",65,SIDM01103,,lung,NSCLC,NSCLC_squamous,,SK-MES-1,ACH-000665,SKMES1
SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753612,Male,DSMZ,2,-4.718427379,,RPMI + 10% FBS,95.3,CVCL_1699,1003,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,54,SIDM00391,,plasma_cell,multiple_myeloma,,,SK-MM-2,ACH-000363,SKMM2
SKNAS,SKNAS_AUTONOMIC_GANGLIA,,724828,Female,ATCC,3,-5.610348386,Adherent,DMEM + 10% FBS + NEAA,83.8,CVCL_1700,1480,bone_marrow,Metastasis,Neuroblastoma,,6,SIDM01101,,peripheral_nervous_system,neuroblastoma,,,SK-N-AS,ACH-000260,SKNAS
SKNBE2,SKNBE2_AUTONOMIC_GANGLIA,,,Male,ATCC,4,-3.302661565,Mixed adherent and suspension,EMEM:F12 (1:1) + 10% FBS,50.9,CVCL_0528,,bone_marrow,Metastasis,Neuroblastoma,,2,SIDM00894,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,SK-N-BE(2),ACH-000312,SKNBE2
SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,,688086,Female,ATCC,2,-4.252933964,Adherent,DMEM + 10% FBS + NEAA,78.7,CVCL_1701,867,bone_marrow,Metastasis,Neuroblastoma,,2,SIDM01100,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,SK-N-DZ,ACH-000366,SKNDZ
SKNFI,SKNFI_AUTONOMIC_GANGLIA,,688087,Male,ATCC,2,-2.193279776,Adherent,DMEM + 10% FBS + NEAA,31,CVCL_1702,227,bone_marrow,Metastasis,Neuroblastoma,,11,SIDM01099,,peripheral_nervous_system,neuroblastoma,,,SK-N-FI,ACH-000341,SKNFI
SKNMC,SKNMC_BONE,,,Female,ATCC,3,-2.627972269,Adherent,EMEM + 10% FBS,65.3,CVCL_0530,,bone,Metastasis,Bone Cancer,Ewings Sarcoma,14,SIDM00634,,bone,Ewing_sarcoma,,EWS_FLI,SK-N-MC,ACH-000039,SKNMC
SKNSH,SKNSH_AUTONOMIC_GANGLIA,,717431,Female,ATCC,,,,,,CVCL_0531,1165,bone_marrow,Metastasis,Neuroblastoma,,4,SIDM01098,,peripheral_nervous_system,neuroblastoma,,,SK-N-SH,ACH-000149,SKNSH
SKOV3,SKOV3_OVARY,,905959,Female,ATCC,3,-4.620322985,Adherent,McCoy's 5A + 10% FBS,79.4,CVCL_0532,1166,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, endometrioid",64,SIDM00079,,ovary,ovary_adenocarcinoma,endometrioid,,SK-OV-3,ACH-000811,SKOV3
SKUT1,SKUT1_SOFT_TISSUE,,909732,Female,ATCC,2,-3.319890844,Adherent,EMEM + 10% FBS,49.6,CVCL_0533,725,endometrium,Primary,Sarcoma,Leiomyosarcoma,75,SIDM01113,,soft_tissue,leiomyosarcoma,,,SK-UT-1,ACH-000939,SKUT1
SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,,905982,Female,Academic lab,2,-3.758656499,Adherent,RPMI + 5% FBS,67.7,CVCL_1706,1181,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00095,,central_nervous_system,glioma,,,SNB75,ACH-000504,SNB75
SNGM,SNGM_ENDOMETRIUM,,909735,Female,HSRRB,2,-3.489868653,,F12 + 20% FBS,90.2,CVCL_1707,2058,lymph_node,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,52,SIDM00373,,uterus,endometrial_adenocarcinoma,,,SNG-M,ACH-000974,SNGM
SNU1,SNU1_STOMACH,,908444,Male,ATCC,2,-4.356096843,,RPMI + 10% FBS,85.4,CVCL_0099,564,stomach,Metastasis,Gastric Cancer,Adenocarcinoma,44,SIDM01146,,gastric,gastric_adenocarcinoma,,,SNU-1,ACH-000932,SNU1
SNU1033,SNU1033_LARGE_INTESTINE,,,Female,KCLB,2,-2.916032875,,RPMI + 10% FBS,67.5,CVCL_5002,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,45,SIDM00192,,colorectal,colorectal_adenocarcinoma,,,SNU-1033,ACH-000286,SNU1033
SNU1041,SNU1041_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-4.831634874,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,44.3,CVCL_L085,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal",,SIDM00173,,upper_aerodigestive,upper_aerodigestive_squamous,hypopharyngeal,,SNU-1041,ACH-000618,SNU1041
SNU1066,SNU1066_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-4.553417963,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,85.2,CVCL_5005,,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,62,SIDM00170,,upper_aerodigestive,upper_aerodigestive_squamous,,,SNU-1066,ACH-000682,SNU1066
SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-3.221794252,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,85,CVCL_5006,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",60,SIDM00168,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,,SNU-1076,ACH-000549,SNU1076
SNU1077,SNU1077_ENDOMETRIUM,,,Female,KCLB,2,-4.957699087,,RPMI + 10% FBS,86.8,CVCL_5007,,endometrium,Primary,Endometrial/Uterine Cancer,Mullerian Carcinoma,60,SIDM00166,,uterus,mullerian_carcinoma,,,SNU-1077,ACH-000302,SNU1077
SNU1079,SNU1079_BILIARY_TRACT,,,Male,KCLB,2,-2.49770782,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,74.3,CVCL_5008,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00164,,bile_duct,cholangiocarcinoma,intrahepatic,,SNU-1079,ACH-000209,SNU1079
SNU1105,SNU1105_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,2,-3.560200492,,RPMI + 10% FBS,72.6,CVCL_5010,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61,,,central_nervous_system,glioma,glioblastoma,,SNU-1105,ACH-000368,SNU1105
SNU119,SNU119_OVARY,,,Female,KCLB,,,,,,CVCL_5014,,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, high grade serous",50,,,ovary,ovary_adenocarcinoma,high_grade_serous,,SNU-119,ACH-000635,SNU119
SNU1196,SNU1196_BILIARY_TRACT,,,Unknown,KCLB,1,-3.450786157,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,82.9,CVCL_5015,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00163,,bile_duct,cholangiocarcinoma,extrahepatic,,SNU-1196,ACH-000461,SNU1196
SNU1214,SNU1214_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,,,,,,CVCL_5017,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",55,SIDM00167,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,,SNU-1214,ACH-000715,SNU1214
SNU1272,SNU1272_KIDNEY,,,Female,KCLB,,,,,,CVCL_8788,,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",63,,,kidney,renal_cell_carcinoma,clear_cell,,SNU-1272,ACH-000513,SNU1272
SNU16,SNU16_STOMACH,,908446,Female,ATCC,1,-1.062705303,,RPMI + 10% FBS,57.7,CVCL_0076,291,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33,SIDM01145,,gastric,gastric_adenocarcinoma,,,SNU-16,ACH-000581,SNU16
SNU175,SNU175_LARGE_INTESTINE,,1659928,Female,KCLB,0,-0.101953513,,RPMI + 10% FBS,90.8,CVCL_5031,154,abdomen,Metastasis,Colon/Colorectal Cancer,"Adenocarcinoma, mucinous",56,SIDM00216,,colorectal,colorectal_adenocarcinoma,mucinous,MSI,SNU-175,ACH-000989,SNU175
SNU182,SNU182_LIVER,,1240216,Male,ATCC,2,-3.714549343,Adherent,RPMI + 10% FBS,63.4,CVCL_0090,1481,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24,SIDM01151,,liver,hepatocellular_carcinoma,,,SNU-182,ACH-000483,SNU182
SNU201,SNU201_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,2,-4.500786151,,RPMI + 10% FBS,77.3,CVCL_5033,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,SIDM00158,,central_nervous_system,glioma,glioblastoma,,SNU-201,ACH-000623,SNU201
SNU213,SNU213_PANCREAS,,,Male,KCLB,4,-5.216723767,,RPMI + 10% FBS + 2mM L-glutamine,85.8,CVCL_5034,,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,,,pancreas,exocrine,exocrine_adenocarcinoma,,SNU-213,ACH-000266,SNU213
SNU216,SNU216_STOMACH,,,Female,KCLB,2,-2.669209864,,RPMI + 10% FBS,73.3,CVCL_3946,,lymph_node,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",46,,,gastric,gastric_adenocarcinoma,tubular,,SNU-216,ACH-000466,SNU216
SNU245,SNU245_BILIARY_TRACT,,,Unknown,KCLB,0,-1.883930372,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,81.9,CVCL_5038,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00162,,bile_duct,cholangiocarcinoma,extrahepatic,,SNU-245,ACH-000268,SNU245
SNU308,SNU308_BILIARY_TRACT,,,Unknown,KCLB,3,-3.505986155,,RPMI + 10% FBS + Sodium bicarbonate,81.4,CVCL_5048,,biliary_tract,,Gallbladder Cancer,Adenocarcinoma,,SIDM00161,,bile_duct,gallbladder_adenocarcinoma,,,SNU-308,ACH-000141,SNU308
SNU387,SNU387_LIVER,,909736,Female,ATCC,2,-3.96662024,Adherent,RPMI + 10% FBS,94,CVCL_0250,1482,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,41,SIDM01180,,liver,hepatocellular_carcinoma,,,SNU-387,ACH-000478,SNU387
SNU398,SNU398_LIVER,,1240217,Male,ATCC,2,-3.826768187,Mixed adherent and suspension,RPMI + 10% FBS,58.7,CVCL_0077,2169,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,42,SIDM01181,,liver,hepatocellular_carcinoma,,,SNU-398,ACH-000221,SNU398
SNU407,SNU407_LARGE_INTESTINE,,1660034,Male,KCLB,0,-0.196731507,,RPMI + 10% FBS + 2mM Glutamine,48.2,CVCL_5058,1907,soft_tissue,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,37,SIDM00214,,colorectal,colorectal_adenocarcinoma,,MSI,SNU-407,ACH-000955,SNU407
SNU410,SNU410_PANCREAS,,,Male,KCLB,3,-5.734031404,,RPMI + 10% FBS,81.4,CVCL_5059,,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",53,,,pancreas,exocrine,exocrine_adenocarcinoma,,SNU-410,ACH-000517,SNU410
SNU423,SNU423_LIVER,,909737,Male,ATCC,1,-3.240855014,Adherent,RPMI + 10% FBS,83.3,CVCL_0366,481,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,40,SIDM01199,,liver,hepatocellular_carcinoma,,,SNU-423,ACH-000493,SNU423
SNU449,SNU449_LIVER,,909738,Male,ATCC,2,-3.592532124,Adherent,RPMI + 10% FBS,89.2,CVCL_0454,129,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,52,SIDM01194,,liver,hepatocellular_carcinoma,,,SNU-449,ACH-000420,SNU449
SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-1.40797428,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,50.3,CVCL_5063,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",66,,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,,SNU-46,ACH-000500,SNU46
SNU466,SNU466_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,,,,,,CVCL_5064,,central_nervous_system,,Brain Cancer,Glioblastoma,61,,,central_nervous_system,glioma,glioblastoma,,SNU-466,ACH-000289,SNU466
SNU475,SNU475_LIVER,,909739,Male,ATCC,2,-4.770536445,Adherent,RPMI + 10% FBS,88.2,CVCL_0497,2059,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,43,SIDM01196,,liver,hepatocellular_carcinoma,,,SNU-475,ACH-000422,SNU475
SNU478,SNU478_BILIARY_TRACT,,,Unknown,KCLB,2,-3.502577923,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,80.4,CVCL_5065,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,SIDM00160,,bile_duct,cholangiocarcinoma,extrahepatic,,SNU-478,ACH-000377,SNU478
SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,,,,,,CVCL_5069,,central_nervous_system,,Brain Cancer,Glioblastoma,54,,,central_nervous_system,glioma,glioblastoma,,SNU-489,ACH-000543,SNU489
SNU5,SNU5_STOMACH,,908445,Female,ATCC,1,-3.851978201,,IMDM + 20% FBS,89.1,CVCL_0078,28,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33,SIDM01144,,gastric,gastric_adenocarcinoma,,,SNU-5,ACH-000303,SNU5
SNU503,SNU503_LARGE_INTESTINE,,,Male,KCLB,3,-4.29696393,,RPMI + 10% FBS,77.2,CVCL_5071,,abdomen,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,52,SIDM00497,,colorectal,colorectal_adenocarcinoma,,,SNU-503,ACH-000683,SNU503
SNU601,SNU601_STOMACH,,,Male,KCLB,2,-3.558780534,,RPMI + 10% FBS,92.3,CVCL_0101,,ascites,Metastasis,Gastric Cancer,"Adenocarcinoma, signet ring cell",34,,,gastric,gastric_adenocarcinoma,signet_ring_cell,,SNU-601,ACH-000736,SNU601
SNU61,SNU61_LARGE_INTESTINE,,1660035,Male,KCLB,,,,,,CVCL_5078,151,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,48,SIDM00194,,colorectal,colorectal_adenocarcinoma,,,SNU-61,ACH-000532,SNU61
SNU620,SNU620_STOMACH,,,Female,KCLB,2,-3.822520632,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,84,CVCL_5079,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,59,,,gastric,gastric_adenocarcinoma,,,SNU-620,ACH-000325,SNU620
