ORISPL,Plant Name,Retirement Date,UTLSRVID,ret_STATUS,Date of Last Unit or Planned Retirement,Total Nameplate Capacity (MW),Retiring Capacity,Average Capacity Factor,Generator Size Weighted Capacity Factor (%),Age,Generator Size Weighted Age,Summed Generator annual net generation (MWh),Age at Retirement,Percent Capacity Retiring,State,2022 SO2 Emissions (tons),2021 vs 2022 SO2 Emissions (%),2022 SO2 Emission Rate (lb/mmBtu),2022 NOX Emissions (tons),2022 NOX Emission Rate (lb/mmBtu),2022 CO2 Emissions (tons),2021 vs 2022 CO2 Emissions (%),2022 CO2 Emission Rate (lb/mmBtu),2022 Hg Emissions (lbs),2022 Hg Emission Rate (lb/TBtu),Facility has one or more low-emitting EGUs (LEE) units that do not report hourly emissions,eGRID subregion name,eGRID subregion coal generation percent (resource mix),eGRID subregion gas generation percent (resource mix),eGRID subregion wind generation percent (resource mix),eGRID subregion solar generation percent (resource mix),"Hospital Admits, All Respiratory",Infant Mortality,"Hospital Admits, Cardiovascular (except heart attacks)",$ Work Loss Days,$ Mortality (low estimate),$ Asthma Exacerbation,total population (ACS2018),National percentile for Demographic Index,National percentile for People of Color Population,National percentile for Low Income Population,National percentile for Population with Less Than High School Education,PM 2.5 Emssions (tons),PM 2.5 Emission Rate (lb/MWh),Mapped Fuel Type,coal_FUELS,Number of Coal Generators,NONcoal_FUELS,Total Cost of Emissions Control Equiptment Retrofits Installed since 2012 ($),Plant Coal Percentage (%),2020 Net Cashflow,Average Cashflow,Forward Costs,Coal Debt Securitization Policy,State coal generation percent (resource mix),State gas generation percent (resource mix),LAT,LON,Governor Party,Legislation Majority Party,Estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Change from 2018 to 2021 in trhe estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Average PM Results (lb/mmBtu),FIPS,Cheapest Renewable Resource,Difference between cheapest renewables and coal ($/MWh),Renewables or Coal,Percent difference,Sector,Utility Name,Ownership Type,Final Target Summary,Attainment Year,Interim Target(s) Summary,Mandatory or Voluntary Target,Target Scope
3954,Mt Storm,,19876,0,,1662.4,0.0,0.3800000000000001,0.378376323387873,55.0,56,5508683.0,,0.0,WV,2818.177,-0.0598609,0.115783149,1741.921,0.071565803,4994592.98,-0.1514354,205.199924,12.2362227,0.251359017,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,2.3969,0.059,2.4529,257727.4,117312826.38,18971.53,218,20,15,43,81,673.0108558,0.285523253,Coal,"['BIT', 'BIT', 'BIT']",3,['JF'],0,0.994579173704195,-135367302.4101392,-5112537.962878276,47.868117,None,0.90608161803614,0.0398721574129053,39.2008,-79.2636,Republican,Republican,62.154,0.980000000000004,0.01999999999999981,54023,regional wind,28.153354,renewables,0.5881441712027234,Electric Utility,Virginia Electric & Power Co,Investor Owned,,,,,
4041,South Oak Creek,2024.0,20847,2,2025.0,1240.0,1240.0,0.40625,0.4120658064516129,60.0,60,4475795.0,65.0,1.0,WI,169.498,-0.3390628,0.008554071,1317.299,0.066480248,4153497.19,-0.2072579,209.61492,23.1982889,0.585375078,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,,,,,,,10390,25,38,25,52,29.8,0.019634165,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,1260712000,0.994210775936837,-22806823.78446657,5499619.707093045,39.727352,Passed,0.427155986913532,0.331681515035916,42.8457,-87.8294,Democrat,Republican,29.031,7.549999999999997,,55079,regional wind,15.907997,renewables,0.4004293314087483,Electric Utility,Wisconsin Electric Power Co,Investor Owned,,,,,
4050,Edgewater,2025.0,20856,2,2025.0,413.7,413.7,0.638,0.638,38.0,38,2310548.0,40.0,1.0,WI,554.276,-0.1375713,0.051441181,574.841,0.053349775,2260154.11,-0.1591739,209.760112,11.7257065,0.544118984,,MRO East,0.543805248165843,0.321489359248578,0.0310464765618529,0.0125037417174954,0.2388,0.0063,0.2432,25014.13,11597433.23,1911.75,27961,48,46,54,48,64.24324459,0.116973384,Coal,['SUB'],1,0,365030000,0.998645808713994,-7422796.360536293,2914420.571275276,32.027239,Passed,0.427155986913532,0.331681515035916,43.715142,-87.705863,Democrat,Republican,39.581,7.640000000000004,0.001000000000000001,55117,regional wind,8.207884,renewables,0.2562782261686685,Electric Utility,Wisconsin Power & Light Co,Investor Owned,,,,,
4078,Weston,,20860,0,,945.5,0.0,0.54,0.5741343204653623,28.5,25,4753734.0,,0.0,WI,676.825,-0.0516275,0.033901909,1153.045,0.057755589,4180102.24,-0.0894593,209.379746,8.35465136,0.209240669,,MRO East,0.543805248165843,0.321489359248578,0.0310464765618529,0.0125037417174954,0.4844,0.0129,0.4932,52047.33,24233303.41,3997.11,11932,13,20,27,25,78.65926198,0.038395844,Coal,"['RC', 'RC']",2,"['NG', 'NG', 'NG']",343000,0.991935495743975,3385797.480837632,26091160.10565986,30.488177,Passed,0.427155986913532,0.331681515035916,44.8606,-89.6553,Democrat,Republican,39.633,7.078000000000003,,55073,regional wind,7.388703,renewables,0.2423465004155545,Electric Utility,Wisconsin Public Service Corp,Investor Owned,,,,,
4158,Dave Johnston,2027.0,14354,2,2027.0,922.2,922.2,0.453,0.4456868358273693,59.0,56,3601242.0,68.0,1.0,WY,7292.09,0.152387453,0.336272959,5170.139,0.238419704,4548651.42,-0.0046671,209.759955,37.5183065,0.865073797,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,3.2727,0.1017,3.2629,375700.96,159635713.28,30287.64,128,20,7,49,57,213.3,0.098622065,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,156591000,0.99720414067947,9744260.840354616,28395308.97883401,22.089334,None,0.737173959299694,0.0345300275742697,42.8378,-105.7769,Republican,Republican,60.064,-2.030999999999999,0.02066666666666667,56009,regional wind,11.234866,renewables,0.5086104452040066,Electric Utility,PacifiCorp,Investor Owned,"100% renewable energy and zero-carbon resources by 2045 (CA); 100% GHG-emission-free electricity by 2040 (OR); 100% GHG-neutral electricity by 2030, 100% non-emitting and renewable electricity by 2045 (WA)",2040.0,--,Mandatory,Not explicitly addressed
4162,Naughton,2025.0,14354,2,2025.0,448.0,448.0,0.5975,0.579,57.5,57,2272649.0,62.0,1.0,WY,1423.987,-0.1310163,0.131923392,2218.269,0.205508597,2258223.01,-0.159349,209.210083,15.0978888,0.699361968,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,1.8216,0.061,1.7661,244833.53,94757286.03,19893.03,319,22,23,39,39,92.2,0.069348519,Coal,"['SUB', 'SUB']",2,['NG'],133149000,0.850263986043969,6720263.452238928,22582576.44979786,40.73423,None,0.737173959299694,0.0345300275742697,41.7581,-110.5983,Republican,Republican,57.304,-0.2409999999999996,0.021,56023,regional wind,27.879259,renewables,0.6844184608374824,Electric Utility,PacifiCorp,Investor Owned,"100% renewable energy and zero-carbon resources by 2045 (CA); 100% GHG-emission-free electricity by 2040 (OR); 100% GHG-neutral electricity by 2030, 100% non-emitting and renewable electricity by 2045 (WA)",2040.0,--,Mandatory,Not explicitly addressed
4271,John P Madgett,,4716,0,,387.0,0.0,0.508,0.508,44.0,44,1721629.0,,0.0,WI,981.689,0.156206864,0.083008085,879.312,0.074351455,2480711.93,0.156386878,209.760064,,,Yes,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.5841,0.015,0.5886,58999.89,27218402.7,4545.01,788,15,17,33,48,25.58747707,0.035866918,Coal,['SUB'],1,0,103722000,0.997843179973676,-33538960.51306333,-9781009.262778908,44.624025,Passed,0.427155986913532,0.331681515035916,44.303583,-91.912647,Democrat,Republican,42.249,4.707000000000001,0.0,55011,local wind,21.442995,renewables,0.4805257930005194,Electric Utility,Dairyland Power Coop,,,,,,
6002,James H Miller Jr,,195,0,,2822.0,0.0,0.8305,0.8305,37.25,37,20528965.0,,0.0,AL,1191.713,-0.0535538,0.010496545,7538.115,0.066395319,23814854.2,0.036992265,209.759977,165.21105,0.727585097,,SERC South,0.192447136054513,0.515128812020862,0.0,0.0229345496863847,1.6224,0.0426,1.5984,134350.52,65524327.57,10339.22,1655,24,11,52,67,127.4639,0.015502027,Coal,"['SUB', 'SUB', 'SUB', 'SUB']",4,0,0,0.986511125859206,27220019.5500845,169579815.4840766,25.704422,None,0.188471647732135,0.381459369107625,33.6319,-87.0597,Republican,Republican,30.294,3.397000000000002,0.03275,1073,local solar,5.425498000000001,renewables,0.2110725539753433,Electric Utility,Alabama Power Co,Investor Owned,,,,,
6009,White Bluff,2028.0,814,2,2028.0,1800.0,1800.0,0.4475,0.4475,42.5,43,7060258.0,48.0,1.0,AR,13958.708,-0.246424,0.468893715,4761.122,0.159933153,6241594.51,-0.2284281,209.664421,29.9945673,0.503781011,,SERC Mississippi Valley,0.111045414931352,0.58888533837406,0.0,0.00337816009170325,11.0047,0.288,11.0255,998901.87,473852973.03,78694.69,1990,37,31,54,63,330.812704,0.167292237,Coal,"['SUB', 'SUB']",2,0,21600000,0.997147575042512,-14047347.00153478,25084571.84442444,32.338635,None,0.350551493143048,0.337626181989066,34.4228,-92.1406,Republican,Republican,38.286,6.319000000000003,0.01539834061643834,5069,local solar,12.397767,renewables,0.3833732314304546,Electric Utility,Entergy Arkansas LLC,Investor Owned,,,,,
6017,Newton,2027.0,520,2,2027.0,617.4,617.4,0.602,0.602,46.0,46,3254366.0,50.0,1.0,IL,6815.885,0.056237212,0.371390542,2345.642,0.127811613,3849583.64,-0.0467266,209.759841,27.6109999,0.752247451,,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,3.8902,0.0981,3.8995,366944.98,175264264.61,28283.04,301,4,13,12,15,38.32158,0.029120616,Coal,['RC'],1,0,4557000,0.99923791914996,-642778.4945862045,25106264.12996513,32.504281,None,0.237104081209513,0.113896706725928,38.9361,-88.2781,Democrat,Democrat,58.945,3.767000000000003,0.000175,17079,regional wind,12.789325,renewables,0.3934658637734518,IPP Non-CHP,Illinois Power Generating Co,,,,,,
6018,East Bend,,55729,0,,772.0,0.0,0.376,0.376,42.0,42,2542673.0,,0.0,KY,1823.709,0.038745583,0.109888996,2178.176,0.131247679,3405481.2,0.149938651,205.199904,24.9899894,0.752895567,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,2.9748,0.0735,2.9239,278328.04,132713930.31,21168.51,1677,32,14,61,62,45.25204,0.039798807,Coal,['BIT'],1,0,0,0.996070101497403,-13516603.19351307,17357376.33219444,37.372126,None,0.713294641043891,0.208454594061024,38.9036,-84.8514,Democrat,Republican,43.983,4.259,0.009183835616438367,21015,local solar,14.842999,renewables,0.3971676377201555,Electric Utility,Duke Energy Kentucky Inc,,,,,,
6021,Craig (CO),2025.0,30151,2,2030.0,1427.6,1427.6,0.5876666666666667,0.5827954609134212,42.0,42,7283840.0,49.0,1.0,CO,3102.924,0.316175828,0.0747802,7453.199,0.17962145,8703752.27,0.016247131,209.759676,35.7812454,0.431162457,,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,1.9551,0.0629,1.9048,247062.9,99630881.9,19850.11,282,28,24,48,50,83.0997,0.023813119,Coal,"['SUB', 'SUB', 'SUB']",3,0,207320000,0.996811505175801,64596746.53631863,50243762.67431779,28.45341,Passed,0.415290737280412,0.256187112275357,40.4627,-107.5912,Democrat,Democrat,55.827,-0.8880000000000052,0.00614,8081,local solar,10.916976,renewables,0.3836790036765365,Electric Utility,"Tri-State G & T Assn, Inc",Cooperative,,,,,
6030,Coal Creek,,7570,0,,1209.6,0.0,0.8465,0.8465,43.5,44,8970990.0,,0.0,ND,6265.042,-0.0829214,0.14197031,5871.137,0.133044142,9608692.89,-0.0704287,217.739819,320.71814,3.63385064,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,4.6313,0.1265,4.6357,481888.77,218814188.25,37670.49,13,10,14,27,33,821.2782875,0.199878115,Coal,"['RC', 'RC']",2,"['DFO', 'DFO']",938000,0.999465237276507,-40003101.82904088,-9451443.35095555,23.718404,None,0.567079910255583,0.0366637556112879,47.377743,-101.157058,Republican,Republican,56.929,2.313000000000002,0.0,38055,regional wind,6.211206000000001,renewables,0.2618728477683406,Electric Utility,Great River Energy,G&T,100% carbon-free electricity by 2040 (applies to all retail electric sales in the State of Minnesota) (Mandatory),2040.0,--,Mandatory,Not explicitly addressed
6034,Belle River,2028.0,5109,2,2028.0,1395.0,1395.0,0.5635,0.5635,38.5,39,6885605.0,44.0,1.0,MI,20588.701,-0.0788543,0.585366483,7254.394,0.206252891,7377745.95,-0.0668083,209.759965,50.3824232,0.716222502,,RFC Michigan,0.391281226189101,0.310283632876347,0.0805675947744817,0.00400625196935511,10.3209,0.2523,10.4719,1051545.27,496503084.0,78450.41,5698,14,11,37,52,12.084245,0.005259222,Coal,"['RC', 'RC']",2,"['NG', 'NG', 'NG']",34800000,0.976774892174977,,,34.790339,Passed,0.321371802989652,0.264501673831973,42.7756,-82.495,Democrat,Republican,41.877,6.536000000000001,0.008353741496598642,26147,regional wind,15.533403,renewables,0.4464861063871784,Electric Utility,DTE Electric Company,Investor-Owned,Net-zero carbon emissions by 2050,2050.0,32% reduction in CO2 emissions by 2023; 65% reduction in CO2 emissions by 2028; 85% reduction in CO2 emissions by 2032; 90% reduction in CO2 emissions by 2040 (2005 baseline),Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6041,H L Spurlock,,5580,0,,1608.5,0.0,0.616,0.5982627292508549,30.0,32,8428929.0,,0.0,KY,3855.87,-0.0282674,0.087880221,3221.577,0.07342387,9003446.13,0.032037725,205.200081,21.2466168,0.242118819,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,2.8521,0.0676,2.8057,272739.55,130993123.13,20349.8,2217,35,15,65,62,103.4581468,0.028366902,Coal,"['BIT', 'BIT', 'BIT', 'BIT']",4,0,0,0.989436879105014,21756145.98261033,67135118.70775574,34.311576,None,0.713294641043891,0.208454594061024,38.7,-83.8181,Democrat,Republican,55.667,0.240000000000002,0.01380821917808219,21161,local solar,10.906499,renewables,0.3178664541669553,Electric Utility,"East Kentucky Power Coop, Inc",Cooperative,70% reduction in CO2 emissions by 2050 (2010 baseline),2050.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6055,Big Cajun 2,2025.0,11252,1,2025.0,1276.9,657.9,0.233,0.228826376380296,41.0,41,2559491.0,,0.5152322029916203,LA,9563.215,0.203618527,0.510178265,2370.901,0.126482795,3921181.5,0.262004509,209.187138,25.1320838,0.670373035,,SERC Mississippi Valley,0.111045414931352,0.58888533837406,0.0,0.00337816009170325,1.4728,0.0471,1.4918,149349.43,67347883.84,12111.21,644,32,41,33,27,48.51039,0.075660645,Coal,"['SUB', 'SUB']",2,['NG'],114925000,0.898157324383807,-9442550.515470108,-17200624.46572481,45.222753,Passed,0.0810242880356293,0.646874472712293,30.7261,-91.3692,Democrat,Republican,47.956,6.823,0.02081403662942223,22077,local solar,26.202525,renewables,0.5794102141459632,IPP Non-CHP,Louisiana Generating LLC,,,,,,
6064,Nearman Creek,,9996,0,,261.0,0.0,0.556,0.556,42.0,42,1272074.0,,0.0,KS,1386.14,0.045284291,0.184152237,1542.71,0.204952961,1577682.42,-0.056909,209.599136,11.8358381,0.786210651,,SPP North,0.406092251624118,0.0951587877118475,0.373171816680638,0.00134979922573847,0.3466,0.0099,0.3443,35794.73,16278194.2,2852.85,29388,71,69,67,71,110.8174937,0.206019148,Coal,['SUB'],1,['NG'],170000000,0.954788964291524,-289651.1744112215,2283543.659884808,36.451857,Introduced,0.342851683252965,0.0470578987739339,39.1681,-94.6975,Democrat,Republican,29.505,5.684999999999999,0.003104109589041089,20209,regional wind,20.638057,renewables,0.5661729936008473,Electric Utility,City of Kansas City - (KS),Municipal,,,,,
6065,Iatan,,10000,0,,1725.0,0.0,0.5155000000000001,0.5198521739130435,28.0,26,7851566.0,,0.0,MO,386.731,-0.4079322,0.013812571,1489.414,0.053196245,5872956.51,-0.238694,209.759833,14.5424739,0.25970113,,SPP North,0.406092251624118,0.0951587877118475,0.373171816680638,0.00134979922573847,0.9703,0.0278,0.9511,100449.44,44846910.5,8019.14,257,8,16,20,43,86.1648,0.024497504,Coal,"['SUB', 'SUB']",2,0,0,0.993237853729684,54373446.08487294,107848307.5582888,23.498467,Passed,0.751978263380225,0.0787478294207267,39.4472,-94.98,Republican,Republican,38.307,5.023000000000003,0.005881818181818184,29165,regional wind,5.849104000000001,renewables,0.2489142802379406,Electric Utility,Evergy Metro,Investor Owned,Net-zero carbon emissions by 2045,2045.0,70% reduction in carbon emissions by 2030,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6068,Jeffrey Energy Center,,22500,0,,2160.0,0.0,0.441,0.4409999999999999,42.66666666666666,42,8340406.0,,0.0,KS,640.063,-0.0367228,0.012954002,4212.335,0.085251916,10361113.7,0.078775585,209.694812,49.8412359,0.504359322,,SPP North,0.406092251624118,0.0951587877118475,0.373171816680638,0.00134979922573847,0.8983,0.0265,0.8914,96607.35,43720183.87,7776.36,260,45,25,72,23,577.479357,0.173101146,Coal,"['SUB', 'SUB', 'SUB']",3,0,361709000,0.997800427588224,-3913738.569363669,25745734.57462975,29.494678,Introduced,0.342851683252965,0.0470578987739339,39.286453,-96.117231,Democrat,Republican,55.323,0.1910000000000025,0.0264,20149,local wind,14.62674,renewables,0.4959111606507452,Electric Utility,"Evergy Kansas Central, Inc",,,,,,
6071,Trimble County,,11249,0,,1400.1,0.0,0.6585,0.6716070280694236,22.5,20,8237427.0,,0.0,KY,3504.783,-0.0646571,0.088940358,1904.286,0.048324783,8188134.52,0.038306118,207.789074,35.8717104,0.455155534,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,4.1731,0.1021,4.1207,386527.68,184875602.04,29420.8,749,43,28,66,85,105.963425,0.023514528,Coal,"['RC', 'RC']",2,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG']",42900000,0.907200966016151,15306394.23642477,63472030.47040938,26.306292,None,0.713294641043891,0.208454594061024,38.5847,-85.4117,Democrat,Republican,56.555,4.915999999999997,0.00908,21223,local solar,4.029411,renewables,0.1531728987118367,Electric Utility,Louisville Gas & Electric Co,Investor Owned,,,,,
6073,Victor J Daniel Jr,2027.0,12686,2,2027.0,1096.6,1096.6,0.29,0.29,44.0,44,2783012.0,50.0,1.0,MS,286.002,0.881765426,0.017272937,4723.257,0.285258571,3397664.98,-0.0120043,205.200152,26.7745985,0.808518751,,SERC South,0.192447136054513,0.515128812020862,0.0,0.0229345496863847,0.2428,0.0068,0.2435,21541.77,10236559.68,1710.48,2943,55,38,75,70,200.9697,0.03728818,Coal,"['SUB', 'SUB']",2,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG']",674334000,0.2461439235299,-38861279.97082537,-26981586.82257806,45.88484,None,0.0816657136380364,0.717934352764861,30.5322,-88.5553,Republican,Republican,46.328,4.918000000000006,0.0,28059,local solar,25.58387,renewables,0.5575669436790016,Electric Utility,Mississippi Power Co,Investor Owned,,,,,
6076,Colstrip,,15298,0,,1647.4,0.0,0.6935,0.6935,38.0,38,10010332.0,,0.0,MT,4923.876,0.118307361,0.087935076,8787.771,0.156940044,11743395.0,0.070221123,209.724277,67.7719942,0.605167097,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,4.706,0.1311,4.6757,505656.88,224950567.72,39631.95,2335,37,46,33,38,945.1894,0.238227889,Coal,"['SUB', 'SUB']",2,0,36255000,0.999225793714734,65617944.11978231,70778484.10780174,,Passed,0.435966310755369,0.0211763074463284,45.8831,-106.614,Republican,Republican,52.753,-0.0619999999999976,0.09325,30087,,,,,IPP Non-CHP,Talen Montana LLC,,,,,,
6077,Gerald Gentleman,,13337,0,,1362.6,0.0,0.5925,0.5925,42.5,42,7073238.0,,0.0,NE,21228.395,0.094058976,0.571142398,6634.189,0.17849049,7796418.48,0.066947068,209.759859,45.6445395,0.614025031,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,5.3835,0.1581,5.3648,591430.12,261764822.74,47204.05,10,11,23,21,55,113.1820022,0.032489427,Coal,"['SUB', 'SUB']",2,0,5000000,0.995389214659115,11749180.99973535,26371267.07076708,19.260975,None,0.49942375033099,0.0309505875479779,41.0808,-101.1408,Republican,Republican,59.65,3.820999999999998,,31111,regional wind,4.529672999999999,renewables,0.235173608812638,Electric Utility,Nebraska Public Power District,Political Subdivision,Net-zero carbon emissions from generation resources by 2050,2050.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6085,R M Schahfer,2025.0,13756,2,2025.0,847.0,847.0,0.3195,0.3195,38.5,38,2371850.0,42.0,1.0,IN,555.654,-0.4542835,0.040559379,2257.227,0.164763908,2811186.75,-0.4416054,205.199617,20.7870842,0.758665663,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,2.2703,0.06,2.2892,225818.59,105798304.5,17499.15,1497,30,21,52,63,367.9845061,0.273028073,Coal,"['BIT', 'BIT']",2,"['NG', 'NG']",518087000,0.989972042444568,-55469193.78440969,8628885.486096576,46.822823,Introduced,0.578453961982309,0.293217129899596,41.2164,-87.0261,Republican,Republican,57.8,10.328,0.02676666666666667,18073,regional wind,26.255704,renewables,0.5607458567801432,Electric Utility,Northern Indiana Pub Serv Co,Investor Owned,,,,,
6090,Sherburne County,2025.0,13781,2,2034.0,1704.0,1704.0,0.395,0.3970352112676057,41.5,41,5930727.0,49.0,1.0,MN,3861.034,-0.0602704,0.07055101,7252.445,0.1325208,11477184.8,0.070648904,209.71765,86.6936894,0.792058203,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,5.687,0.1752,5.8446,720681.55,292510954.78,55816.8,5489,5,13,16,36,266.8611828,0.060976012,Coal,"['SUB', 'SUB', 'SUB']",3,0,13700000,0.998110875248186,-41422042.93210495,32585802.27252226,35.041143,Introduced,0.266049997834806,0.2162123240102,45.3808,-93.8931,Democrat,Divided,47.695,6.055,,27141,regional wind,15.666847,renewables,0.4470986291742823,Electric Utility,Northern States Power Co - Minnesota,Investor Owned,,,,,
6095,Sooner,,14063,0,,1138.0,0.0,0.3205,0.3205,43.5,44,3194686.0,,0.0,OK,489.622,-0.1346086,0.034229391,1854.792,0.129668196,2996462.35,-0.1452023,209.482178,24.4097841,0.853241945,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,0.4192,0.0126,0.4192,46346.16,20585667.93,3726.44,254,73,69,72,53,299.65882,0.251007325,Coal,"['SUB', 'SUB']",2,0,524344000,0.991525382885035,-4111853.865009,13725334.17310836,33.97776,None,0.13926152137152,0.419260864220978,36.45307,-97.05279,Republican,Republican,57.505,-0.4769999999999967,,40103,regional wind,21.25244600000001,renewables,0.6254810793884,Electric Utility,Oklahoma Gas & Electric Co,Investor Owned,50% reduction in CO2 emissions by 2030 (2005 baseline),2030.0,--,Voluntary,Scope 1;Scope 2
6096,Nebraska City,,14127,0,,1389.6,0.0,0.5700000000000001,0.5717409326424872,29.0,28,6963264.0,,0.0,NE,10199.856,0.077593079,0.281778477,4599.353,0.127060488,7584304.04,0.009215828,209.521943,48.2959706,0.667105744,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,2.7985,0.081,2.7731,307246.53,137803748.39,24420.94,71,39,19,67,74,185.6849,0.048454832,Coal,"['SUB', 'SUB']",2,0,18000000,0.995796503452267,11120401.17482614,45541610.02363138,19.44632,None,0.49942375033099,0.0309505875479779,40.6214,-95.7764,Republican,Republican,54.578,12.46100000000001,0.0117,31131,local wind,2.551756000000001,renewables,0.1312205085589459,Electric Utility,Omaha Public Power District,Public Power,Net-zero carbon emissions by 2050,2050.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6098,Big Stone,,14232,0,,450.0,0.0,0.416,0.416,48.0,48,1640595.0,,0.0,SD,780.782,0.170017608,0.068513788,942.259,0.082683429,2390422.7,0.156797164,209.760104,9.54376635,0.418733771,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.3707,0.0099,0.3695,37685.46,17206678.93,2956.44,1042,30,17,57,69,1.61305524,0.001955059,Coal,['SUB'],1,0,270894000,0.998656021159152,-13264135.45927154,-9800856.300126247,34.499311,None,0.0945821161206325,0.075731632570351,45.303652,-96.510067,Republican,Republican,53.251,11.5,,46051,regional wind,20.090199,renewables,0.5823362385411117,Electric Utility,Otter Tail Power Co,Investor Owned,97% reduction in carbon emissions from owned generation resources by 2050 (2005 baseline) (Voluntary); 100% carbon-free electricity by 2040 (applies to all retail electric sales in the State of Minnesota) (Mandatory),2050.0,50% reduction in carbon emissions from owned generation resources by 2025 (2005 baseline),Both,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6101,Wyodak,2039.0,14354,2,2039.0,402.3,402.3,0.487,0.487,45.0,45,1714823.0,61.0,1.0,WY,1758.199,0.05049639,0.156706199,2628.934,0.23431378,2353445.11,0.013811591,209.759781,22.5066721,1.00299654,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,0.8609,0.0264,0.8552,97292.73,41701662.64,7826.1,2070,55,44,69,53,123.71,0.142978332,Coal,['SUB'],1,0,5470000,0.998346345390365,18435358.58326435,16955273.953439,28.673403,None,0.737173959299694,0.0345300275742697,44.290128,-105.381482,Republican,Republican,60.063,5.169000000000004,0.0,56005,regional wind,12.238437,renewables,0.426821922741434,Electric Utility,PacifiCorp,Investor Owned,"100% renewable energy and zero-carbon resources by 2045 (CA); 100% GHG-emission-free electricity by 2040 (OR); 100% GHG-neutral electricity by 2030, 100% non-emitting and renewable electricity by 2045 (WA)",2040.0,--,Mandatory,Not explicitly addressed
6113,Gibson,2028.0,15470,1,2028.0,3339.5,2003.7,0.3156,0.3156,45.0,45,9230440.0,,0.6,IN,7156.279,-0.2144746,0.147620185,5073.047,0.104647141,9947607.79,0.012507166,205.199895,31.4703285,0.324585983,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,8.2453,0.2087,8.2612,758504.44,365143991.72,58581.6,3593,38,19,66,58,1729.084395,0.293458261,Coal,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,0,0,0.995742983233927,20417554.31514206,137956359.4085391,41.602982,Introduced,0.578453961982309,0.293217129899596,38.372222,-87.765833,Republican,Republican,59.584,4.82,0.04184826752069291,18051,local solar,18.976578,renewables,0.4561350433966488,Electric Utility,"Duke Energy Indiana, LLC",Investor Owned,,,,,
6138,Flint Creek,,17698,0,,558.0,0.0,0.574,0.574,45.0,45,2805375.0,,0.0,AR,819.058,-0.0395673,0.057820454,2777.521,0.196075887,2971364.01,-0.0755117,209.76001,8.9779231,0.316893056,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,0.6985,0.0191,0.6999,69407.09,32072328.11,5473.98,6316,56,41,73,52,21.844753,0.024047954,Coal,['SUB'],1,0,359079000,0.99838313345898,8563376.876098609,24507275.78516883,30.381309,None,0.350551493143048,0.337626181989066,36.2561,-94.5241,Republican,Republican,40.537,5.731999999999999,0.0007,5007,local wind,14.383776,renewables,0.4734416150403526,Electric Utility,Southwestern Electric Power Co,Investor Owned,,,,,
